order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD130685,9/11/2021 14:33,Lazada,Lazada,Atome,CUST101275,3.25,2.5,0.4,6.15
ORD130686,9/11/2021 15:17,Lazada,Lazada,Atome,CUST102276,10.97,0,0.77,11.74
ORD130687,9/11/2021 18:50,Website,Website,PayNow,CUST102351,20.91,2.5,1.64,25.05
ORD130689,9/11/2021 21:46,Shopee,Shopee,ShopeePay,CUST100972,18.28,3,1.49,22.77
ORD130690,9/11/2021 21:09,Shopee,Shopee,Atome,CUST103109,21.2,0,1.48,22.68
ORD130694,9/11/2021 9:44,Lazada,Lazada,PayNow,CUST100615,2.95,0,0.21,3.16
ORD130695,9/11/2021 12:41,GrabMart,GrabMart,Credit Card,CUST103402,26.77,0,1.87,28.64
ORD130698,9/11/2021 19:04,Website,Website,PayNow,CUST100842,20.5,0,1.44,21.94
ORD130700,9/11/2021 12:46,Shopee,Shopee,Credit Card,CUST100116,9.36,0,0.66,10.02
ORD130704,9/11/2021 16:56,Website,Website,Atome,CUST104235,7.29,0,0.51,7.8
ORD130705,9/11/2021 11:46,Website,Website,PayNow,CUST101723,11.39,0,0.8,12.19
ORD130706,9/11/2021 9:14,Lazada,Lazada,GrabPay,CUST104069,1.28,3,0.3,4.58
ORD130707,9/11/2021 13:43,Shopee,Shopee,PayNow,CUST104087,4.51,2.5,0.49,7.5
ORD130709,9/12/2021 16:09,Shopee,Shopee,PayNow,CUST102133,5.25,0,0.37,5.62
ORD130710,9/12/2021 16:25,Lazada,Lazada,PayNow,CUST104691,22.85,0,1.6,24.45
ORD130715,9/12/2021 16:17,Lazada,Lazada,GrabPay,CUST100173,9.72,2.5,0.86,13.08
ORD130724,9/12/2021 14:08,GrabMart,GrabMart,GrabPay,CUST103834,1.18,3.9,0.36,5.44
ORD130726,9/12/2021 16:36,Website,Website,Credit Card,CUST102920,26.06,2.5,2,30.56
ORD130728,9/12/2021 10:51,Lazada,Lazada,Credit Card,CUST100445,18.96,0,1.33,20.29
ORD130729,9/12/2021 18:29,Shopee,Shopee,Atome,CUST103421,10.8,0,0.76,11.56
ORD130730,9/12/2021 19:28,Website,Website,PayNow,CUST104015,18.12,3,1.48,22.6
ORD130733,9/12/2021 21:32,Website,Website,PayNow,CUST101900,17.51,0,1.23,18.74
ORD130734,9/12/2021 21:54,Shopee,Shopee,GrabPay,CUST103868,17.5,0,1.23,18.73
ORD130735,9/12/2021 10:34,Lazada,Lazada,Atome,CUST100576,10.28,3,0.93,14.21
ORD130736,9/12/2021 19:20,Shopee,Shopee,ShopeePay,CUST101619,27.35,3,2.12,32.47
ORD130739,9/12/2021 15:10,FairPrice_Online,FairPrice_Online,Credit Card,CUST104291,12.8,0,0.9,13.7
ORD130741,9/13/2021 17:41,Website,Website,GrabPay,CUST104409,2.98,3,0.42,6.4
ORD130742,9/13/2021 12:27,Lazada,Lazada,Atome,CUST103539,37.4,0,2.62,40.02
ORD130745,9/13/2021 19:17,Shopee,Shopee,Atome,CUST104680,42.29,3.9,3.23,49.42
ORD130746,9/13/2021 20:44,Shopee,Shopee,PayNow,CUST102882,15.56,0,1.09,16.65
ORD130750,9/13/2021 12:51,Shopee,Shopee,GrabPay,CUST101469,19.98,3,1.61,24.59
ORD130751,9/13/2021 15:31,Shopee,Shopee,GrabPay,CUST102612,8.39,0,0.59,8.98
ORD130753,9/13/2021 19:06,Shopee,Shopee,ShopeePay,CUST102189,1.35,0,0.09,1.44
ORD130754,9/13/2021 18:38,Shopee,Shopee,Atome,CUST101596,12.79,0,0.9,13.69
ORD130755,9/13/2021 18:42,Shopee,Shopee,PayNow,CUST100518,3.61,3,0.46,7.07
ORD130756,9/13/2021 14:31,Lazada,Lazada,GrabPay,CUST101704,15.7,3.9,1.37,20.97
ORD130760,9/13/2021 17:19,FairPrice_Online,FairPrice_Online,PayNow,CUST101587,4.5,2.5,0.49,7.49
ORD130761,9/13/2021 9:05,Website,Website,PayNow,CUST100982,28.35,0,1.98,30.33
ORD130764,9/13/2021 18:07,Lazada,Lazada,GrabPay,CUST100511,3,0,0.21,3.21
ORD130765,9/13/2021 16:59,RedMart,RedMart,PayNow,CUST104009,18.01,2.5,1.44,21.95
ORD130766,9/13/2021 13:08,Shopee,Shopee,GrabPay,CUST100471,6.25,0,0.44,6.69
ORD130774,9/14/2021 15:40,Shopee,Shopee,Credit Card,CUST100131,11.32,2.5,0.97,14.79
ORD130778,9/14/2021 21:00,Shopee,Shopee,GrabPay,CUST100406,5.54,0,0.39,5.93
ORD130781,9/14/2021 10:15,Lazada,Lazada,Credit Card,CUST102592,5,0,0.35,5.35
ORD130782,9/14/2021 14:32,Lazada,Lazada,Credit Card,CUST102691,1.62,3.9,0.39,5.91
ORD130783,9/14/2021 12:48,Shopee,Shopee,Credit Card,CUST100176,5.23,0,0.37,5.6
ORD130784,9/14/2021 13:11,Website,Website,PayNow,CUST104296,5.62,0,0.39,6.01
ORD130785,9/14/2021 17:31,Lazada,Lazada,Credit Card,CUST102609,2.14,2.5,0.32,4.96
ORD130786,9/14/2021 12:37,Shopee,Shopee,GrabPay,CUST104798,20.13,3,1.62,24.75
ORD130787,9/14/2021 13:08,Lazada,Lazada,GrabPay,CUST102233,5.51,2.5,0.56,8.57
ORD130790,9/14/2021 10:46,Lazada,Lazada,GrabPay,CUST102692,30.77,3,2.36,36.13
ORD130792,9/14/2021 15:06,Shopee,Shopee,PayNow,CUST100875,19.92,0,1.39,21.31
ORD130794,9/14/2021 21:52,Lazada,Lazada,Credit Card,CUST100111,18.75,0,1.31,20.06
ORD130796,9/14/2021 17:46,Lazada,Lazada,Atome,CUST101938,12.76,3.9,1.17,17.83
ORD130798,9/14/2021 12:16,Shopee,Shopee,ShopeePay,CUST100139,6.74,0,0.47,7.21
ORD130800,9/14/2021 19:03,Lazada,Lazada,Credit Card,CUST101762,1.49,0,0.1,1.59
ORD130801,9/14/2021 9:24,Lazada,Lazada,PayNow,CUST102129,5.5,0,0.39,5.89
ORD130803,9/15/2021 16:31,Website,Website,Atome,CUST104693,29.62,0,2.07,31.69
ORD130805,9/15/2021 12:23,Lazada,Lazada,Atome,CUST102194,32.52,0,2.28,34.8
ORD130806,9/15/2021 20:50,Shopee,Shopee,ShopeePay,CUST104665,5.72,0,0.4,6.12
ORD130807,9/15/2021 16:18,Shopee,Shopee,Atome,CUST104147,5.62,3,0.6,9.22
ORD130808,9/15/2021 20:11,Shopee,Shopee,PayNow,CUST101667,3.1,0,0.22,3.32
ORD130809,9/15/2021 12:10,Shopee,Shopee,Credit Card,CUST104074,2.36,3.9,0.44,6.7
ORD130810,9/15/2021 16:16,Website,Website,PayNow,CUST104244,3.46,0,0.24,3.7
ORD130811,9/15/2021 17:43,Website,Website,Atome,CUST100725,3.98,3,0.49,7.47
ORD130816,9/15/2021 13:37,Shopee,Shopee,Atome,CUST102477,24.82,3.9,2.01,30.73
ORD130818,9/15/2021 18:18,RedMart,RedMart,PayNow,CUST104354,13.4,2.5,1.11,17.01
ORD130821,9/15/2021 15:45,Lazada,Lazada,Credit Card,CUST101553,58.4,3.9,4.36,66.66
ORD130822,9/15/2021 19:19,Website,Website,Credit Card,CUST103074,22.85,2.5,1.77,27.12
ORD130824,9/15/2021 19:03,Shopee,Shopee,GrabPay,CUST103652,28.9,3.9,2.3,35.1
ORD130828,9/15/2021 10:13,Website,Website,PayNow,CUST101826,26.77,0,1.87,28.64
ORD130830,9/16/2021 21:46,Website,Website,GrabPay,CUST103941,10.7,0,0.75,11.45
ORD130831,9/16/2021 18:04,Lazada,Lazada,Credit Card,CUST100568,29.08,3,2.25,34.33
ORD130834,9/16/2021 10:27,FairPrice_Online,FairPrice_Online,Atome,CUST101401,29.01,2.5,2.21,33.72
ORD130835,9/16/2021 19:22,Shopee,Shopee,Credit Card,CUST104177,2.36,3,0.38,5.74
ORD130839,9/16/2021 10:06,Website,Website,GrabPay,CUST104539,25.64,3.9,2.07,31.61
ORD130844,9/16/2021 16:55,Lazada,Lazada,GrabPay,CUST100370,32.25,0,2.26,34.51
ORD130845,9/16/2021 10:56,RedMart,RedMart,Credit Card,CUST104214,6,3.9,0.69,10.59
ORD130850,9/16/2021 19:19,Website,Website,Credit Card,CUST103568,1.08,0,0.08,1.16
ORD130851,9/16/2021 9:16,Shopee,Shopee,Atome,CUST104423,5.35,3.9,0.65,9.9
ORD130856,9/17/2021 15:55,Shopee,Shopee,ShopeePay,GUEST1059,18.37,3,1.5,22.87
ORD130858,9/17/2021 21:56,Website,Website,Credit Card,CUST101393,10.5,3.9,1.01,15.41
ORD130859,9/17/2021 19:55,Lazada,Lazada,Credit Card,CUST103810,3.19,0,0.22,3.41
ORD130864,9/17/2021 9:11,Website,Website,Credit Card,CUST101684,16.64,3,1.37,21.01
ORD130865,9/17/2021 19:45,Shopee,Shopee,ShopeePay,CUST101401,21.26,0,1.49,22.75
ORD130868,9/17/2021 21:26,Website,Website,Credit Card,CUST102539,10.55,0,0.74,11.29
ORD130875,9/18/2021 13:02,Website,Website,Credit Card,CUST104400,18.72,3.9,1.58,24.2
ORD130877,9/18/2021 12:10,FairPrice_Online,FairPrice_Online,GrabPay,CUST102425,9.86,0,0.69,10.55
ORD130878,9/18/2021 13:14,Shopee,Shopee,Atome,CUST101879,6.04,0,0.42,6.46
ORD130891,9/18/2021 13:23,Shopee,Shopee,PayNow,CUST104483,12.76,2.5,1.07,16.33
ORD130896,9/18/2021 11:50,FairPrice_Online,FairPrice_Online,Atome,GUEST1096,10,0,0.7,10.7
ORD130898,9/18/2021 16:56,Shopee,Shopee,GrabPay,CUST103590,5.25,0,0.37,5.62
ORD130901,9/18/2021 9:14,Shopee,Shopee,GrabPay,CUST100423,8.82,2.5,0.79,12.11
ORD130902,9/18/2021 17:52,Shopee,Shopee,PayNow,CUST104291,18.42,0,1.29,19.71
ORD130907,9/19/2021 20:15,Shopee,Shopee,GrabPay,CUST102532,35.48,0,2.48,37.96
ORD130910,9/19/2021 9:32,Website,Website,Atome,CUST104085,19.78,2.5,1.56,23.84
ORD130911,9/19/2021 18:42,Lazada,Lazada,Credit Card,CUST103680,11.04,0,0.77,11.81
ORD130912,9/19/2021 20:02,Shopee,Shopee,Atome,CUST103240,4.32,0,0.3,4.62
ORD130913,9/19/2021 16:35,Lazada,Lazada,Credit Card,CUST104043,19,2.5,1.51,23.01
ORD130914,9/19/2021 20:41,Website,Website,PayNow,CUST103718,11.82,0,0.83,12.65
ORD130915,9/19/2021 13:09,Website,Website,Credit Card,CUST102824,27.52,0,1.93,29.45
ORD130918,9/19/2021 16:04,Lazada,Lazada,GrabPay,CUST104939,13,3.9,1.18,18.08
ORD130919,9/19/2021 9:24,Shopee,Shopee,ShopeePay,CUST103654,11,2.5,0.95,14.45
ORD130920,9/19/2021 9:24,Shopee,Shopee,PayNow,CUST100611,1.44,2.5,0.28,4.22
ORD130923,9/19/2021 17:46,Shopee,Shopee,Credit Card,CUST100904,4.96,0,0.35,5.31
ORD130924,9/19/2021 10:08,Shopee,Shopee,PayNow,CUST104558,4.28,0,0.3,4.58
ORD130926,9/19/2021 9:52,Lazada,Lazada,Atome,CUST100389,5.25,2.5,0.54,8.29
ORD130927,9/19/2021 12:14,Shopee,Shopee,ShopeePay,CUST103310,2.94,0,0.21,3.15
ORD130929,9/19/2021 10:23,Website,Website,Atome,CUST101581,1.28,0,0.09,1.37
ORD130930,9/19/2021 20:16,Website,Website,GrabPay,CUST100678,5.25,0,0.37,5.62
ORD130933,9/19/2021 15:28,Shopee,Shopee,ShopeePay,CUST101494,0.54,3.9,0.31,4.75
ORD130934,9/19/2021 10:02,Shopee,Shopee,Credit Card,CUST104738,8.18,3,0.78,11.96
ORD130936,9/20/2021 21:57,FairPrice_Online,FairPrice_Online,Credit Card,CUST102537,6.28,0,0.44,6.72
ORD130937,9/20/2021 16:40,FairPrice_Online,FairPrice_Online,GrabPay,CUST100492,6.5,2.5,0.63,9.63
ORD130938,9/20/2021 17:11,Shopee,Shopee,PayNow,CUST100718,11.24,0,0.79,12.03
ORD130944,9/20/2021 13:12,Website,Website,PayNow,CUST104257,5.62,0,0.39,6.01
ORD130945,9/20/2021 20:07,Shopee,Shopee,ShopeePay,CUST102302,8.66,2.5,0.78,11.94
ORD130947,9/20/2021 11:55,Website,Website,Credit Card,CUST100548,5.51,0,0.39,5.9
ORD130948,9/20/2021 17:21,Website,Website,PayNow,CUST101144,6.42,0,0.45,6.87
ORD130952,9/20/2021 14:04,Website,Website,Credit Card,CUST104645,6.2,2.5,0.61,9.31
ORD130958,9/20/2021 9:53,Website,Website,PayNow,CUST102139,1.12,0,0.08,1.2
ORD130959,9/20/2021 21:41,RedMart,RedMart,Atome,CUST102248,5.51,0,0.39,5.9
ORD130960,9/20/2021 15:40,Shopee,Shopee,Credit Card,CUST103586,3.25,0,0.23,3.48
ORD130961,9/20/2021 10:36,Website,Website,PayNow,CUST100483,12.15,3,1.06,16.21
ORD130967,9/21/2021 17:50,Shopee,Shopee,Credit Card,CUST102316,48.19,0,3.37,51.56
ORD130970,9/21/2021 15:10,Shopee,Shopee,PayNow,CUST102707,16.05,3,1.33,20.38
ORD130972,9/21/2021 13:16,Shopee,Shopee,Atome,CUST102399,31.37,0,2.2,33.57
ORD130974,9/21/2021 18:20,Website,Website,PayNow,CUST103670,26.8,2.5,2.05,31.35
ORD130975,9/21/2021 15:32,Shopee,Shopee,GrabPay,CUST103653,7.92,0,0.55,8.47
ORD130977,9/21/2021 11:24,FairPrice_Online,FairPrice_Online,Credit Card,CUST104085,11.04,0,0.77,11.81
ORD130979,9/21/2021 19:32,Shopee,Shopee,Atome,GUEST1007,25.51,0,1.79,27.3
ORD130981,9/21/2021 17:06,Website,Website,Credit Card,CUST100969,6.37,3.9,0.72,10.99
ORD130982,9/21/2021 11:55,Shopee,Shopee,PayNow,CUST101299,27.6,2.5,2.11,32.21
ORD130984,9/21/2021 19:17,FairPrice_Online,FairPrice_Online,PayNow,CUST104319,22.33,0,1.56,23.89
ORD130986,9/21/2021 18:39,Lazada,Lazada,GrabPay,CUST102738,13.4,3.9,1.21,18.51
ORD130987,9/21/2021 14:38,Website,Website,GrabPay,CUST102629,4.06,0,0.28,4.34
ORD130991,9/22/2021 9:40,RedMart,RedMart,Credit Card,CUST100271,4.96,0,0.35,5.31
ORD130992,9/22/2021 18:43,Lazada,Lazada,Credit Card,CUST101115,16.37,0,1.15,17.52
ORD130993,9/22/2021 16:27,Shopee,Shopee,Credit Card,CUST104215,6.77,3,0.68,10.45
ORD130999,9/22/2021 17:10,GrabMart,GrabMart,Credit Card,CUST104855,4,0,0.28,4.28
ORD131001,9/22/2021 20:17,Lazada,Lazada,GrabPay,CUST102278,6,3.9,0.69,10.59
ORD131004,9/22/2021 12:24,Website,Website,Atome,CUST100707,6,2.5,0.6,9.1
ORD131006,9/22/2021 13:51,GrabMart,GrabMart,PayNow,CUST102995,3.09,0,0.22,3.31
ORD131009,9/22/2021 16:25,FairPrice_Online,FairPrice_Online,PayNow,CUST100639,1.42,0,0.1,1.52
ORD131014,9/22/2021 21:46,Lazada,Lazada,Atome,CUST101367,0.96,3.9,0.34,5.2
ORD131017,9/22/2021 21:37,FairPrice_Online,FairPrice_Online,Atome,CUST100362,45.11,0,3.16,48.27
ORD131018,9/22/2021 10:29,Website,Website,PayNow,CUST103056,7.5,0,0.53,8.03
ORD131019,9/22/2021 15:56,Shopee,Shopee,ShopeePay,CUST100953,24.3,3.9,1.97,30.17
ORD131021,9/23/2021 15:34,Website,Website,Credit Card,CUST104495,12.76,0,0.89,13.65
ORD131024,9/23/2021 12:24,Website,Website,PayNow,CUST104412,4.86,3.9,0.61,9.37
ORD131025,9/23/2021 9:45,Lazada,Lazada,Credit Card,CUST104021,10.5,0,0.74,11.24
ORD131029,9/23/2021 14:31,Shopee,Shopee,ShopeePay,CUST104015,31.66,0,2.22,33.88
ORD131030,9/23/2021 11:38,Lazada,Lazada,GrabPay,CUST103870,13.12,0,0.92,14.04
ORD131034,9/23/2021 10:07,Lazada,Lazada,PayNow,CUST101641,5.35,2.5,0.55,8.4
ORD131037,9/23/2021 21:22,Lazada,Lazada,Atome,CUST101897,3,3.9,0.48,7.38
ORD131040,9/23/2021 21:41,Website,Website,PayNow,CUST101240,1.62,0,0.11,1.73
ORD131041,9/23/2021 20:10,Shopee,Shopee,GrabPay,CUST104431,5,0,0.35,5.35
ORD131042,9/23/2021 13:41,Lazada,Lazada,Credit Card,CUST103835,42.5,3.9,3.25,49.65
ORD131044,9/23/2021 15:45,Lazada,Lazada,PayNow,CUST101903,7.06,0,0.49,7.55
ORD131048,9/23/2021 16:00,Shopee,Shopee,PayNow,CUST101106,41.53,3.9,3.18,48.61
ORD131049,9/23/2021 20:25,Shopee,Shopee,GrabPay,CUST102653,6,0,0.42,6.42
ORD131051,9/24/2021 19:36,Shopee,Shopee,Atome,CUST103594,18.02,0,1.26,19.28
ORD131053,9/24/2021 16:49,Shopee,Shopee,PayNow,CUST102053,25.52,3,2,30.52
ORD131054,9/24/2021 18:47,Website,Website,Credit Card,CUST104067,3.16,0,0.22,3.38
ORD131055,9/24/2021 21:37,Shopee,Shopee,ShopeePay,CUST102490,18.27,0,1.28,19.55
ORD131056,9/24/2021 19:31,Shopee,Shopee,Atome,CUST104630,5,0,0.35,5.35
ORD131057,9/24/2021 11:37,Website,Website,Credit Card,CUST100561,7.28,2.5,0.68,10.46
ORD131058,9/24/2021 18:31,Website,Website,PayNow,CUST104009,10.85,2.5,0.93,14.28
ORD131059,9/24/2021 19:19,Shopee,Shopee,Credit Card,CUST103419,23.44,0,1.64,25.08
ORD131060,9/24/2021 19:56,Lazada,Lazada,Credit Card,CUST101553,17.25,0,1.21,18.46
ORD131061,9/24/2021 21:03,Lazada,Lazada,PayNow,CUST104730,27.52,0,1.93,29.45
ORD131062,9/24/2021 15:42,RedMart,RedMart,Credit Card,CUST103330,5.51,0,0.39,5.9
ORD131063,9/24/2021 19:50,Lazada,Lazada,Credit Card,CUST103207,31.99,3.9,2.51,38.4
ORD131065,9/24/2021 19:35,Shopee,Shopee,ShopeePay,CUST101551,19,0,1.33,20.33
ORD131066,9/24/2021 16:35,Lazada,Lazada,PayNow,CUST103886,3.08,0,0.22,3.3
ORD131067,9/24/2021 15:59,Shopee,Shopee,GrabPay,CUST104542,6.32,0,0.44,6.76
ORD131075,9/24/2021 21:05,Shopee,Shopee,GrabPay,CUST101131,40.01,0,2.8,42.81
ORD131078,9/25/2021 14:08,Shopee,Shopee,PayNow,CUST100622,11.39,0,0.8,12.19
ORD131080,9/25/2021 14:31,RedMart,RedMart,Atome,CUST101144,8.09,2.5,0.74,11.33
ORD131084,9/25/2021 12:05,Website,Website,PayNow,CUST102851,4.54,2.5,0.49,7.53
ORD131093,9/25/2021 12:31,Lazada,Lazada,Credit Card,CUST104245,6,0,0.42,6.42
ORD131094,9/25/2021 15:04,RedMart,RedMart,Atome,CUST102096,2.95,3,0.42,6.37
ORD131095,9/25/2021 12:38,Lazada,Lazada,Credit Card,CUST100246,25.17,3.9,2.03,31.1
ORD131097,9/25/2021 15:49,Shopee,Shopee,Credit Card,CUST104336,2.96,3.9,0.48,7.34
ORD131100,9/25/2021 18:07,Shopee,Shopee,ShopeePay,CUST100526,17.78,3.9,1.52,23.2
ORD131101,9/25/2021 21:39,FairPrice_Online,FairPrice_Online,Credit Card,CUST100674,27.28,3.9,2.18,33.36
ORD131102,9/25/2021 13:55,FairPrice_Online,FairPrice_Online,Credit Card,CUST104528,26.3,0,1.84,28.14
ORD131104,9/25/2021 15:53,Shopee,Shopee,Atome,CUST104685,16.61,3,1.37,20.98
ORD131106,9/25/2021 11:18,Shopee,Shopee,GrabPay,CUST103610,1.92,3,0.34,5.26
ORD131108,9/25/2021 13:00,Shopee,Shopee,PayNow,CUST103009,21.26,0,1.49,22.75
ORD131109,9/26/2021 18:48,Website,Website,GrabPay,CUST103874,10.7,3.9,1.02,15.62
ORD131110,9/26/2021 10:08,GrabMart,GrabMart,GrabPay,CUST103725,1.77,3,0.33,5.1
ORD131112,9/26/2021 20:28,Website,Website,GrabPay,CUST103951,11.01,0,0.77,11.78
ORD131113,9/26/2021 21:32,RedMart,RedMart,Credit Card,CUST103106,25.52,3.9,2.06,31.48
ORD131115,9/26/2021 10:07,FairPrice_Online,FairPrice_Online,PayNow,CUST104178,47.55,0,3.33,50.88
ORD131117,9/26/2021 13:16,FairPrice_Online,FairPrice_Online,Credit Card,CUST101184,26.56,3,2.07,31.63
ORD131118,9/26/2021 15:34,RedMart,RedMart,PayNow,CUST101931,2,3.9,0.41,6.31
ORD131119,9/26/2021 20:25,Lazada,Lazada,PayNow,CUST100059,12.76,0,0.89,13.65
ORD131121,9/26/2021 16:18,Shopee,Shopee,GrabPay,CUST103029,5.35,0,0.37,5.72
ORD131122,9/26/2021 12:27,Shopee,Shopee,GrabPay,CUST104505,0.64,0,0.04,0.68
ORD131125,9/26/2021 21:20,Lazada,Lazada,Atome,CUST102544,7.29,0,0.51,7.8
ORD131126,9/26/2021 12:06,Website,Website,GrabPay,CUST104517,13.4,3.9,1.21,18.51
ORD131128,9/26/2021 16:55,Website,Website,Atome,CUST100475,15.51,3.9,1.36,20.77
ORD131130,9/26/2021 9:31,Website,Website,Credit Card,CUST100594,12.15,0,0.85,13
ORD131131,9/26/2021 12:21,Lazada,Lazada,Atome,CUST104722,65.13,0,4.56,69.69
ORD131132,9/26/2021 19:45,Website,Website,Credit Card,CUST102610,4.86,2.5,0.52,7.88
ORD131133,9/26/2021 18:52,Shopee,Shopee,PayNow,CUST102727,59.28,2.5,4.32,66.1
ORD131135,9/26/2021 18:09,RedMart,RedMart,Credit Card,CUST102757,5.73,3,0.61,9.34
ORD131136,9/26/2021 18:26,Shopee,Shopee,PayNow,CUST102059,13,0,0.91,13.91
ORD131138,9/26/2021 9:41,Shopee,Shopee,ShopeePay,CUST102937,1.18,0,0.08,1.26
ORD131139,9/26/2021 19:15,Shopee,Shopee,GrabPay,CUST102125,7.29,3.9,0.78,11.97
ORD131140,9/26/2021 20:39,Website,Website,Credit Card,CUST103865,38.28,3.9,2.95,45.13
ORD131144,9/26/2021 10:23,FairPrice_Online,FairPrice_Online,Atome,CUST102179,16.59,3.9,1.43,21.92
ORD131145,9/26/2021 19:53,Lazada,Lazada,PayNow,CUST103493,3.1,0,0.22,3.32
ORD131149,9/26/2021 10:10,Shopee,Shopee,GrabPay,CUST103368,15.78,0,1.1,16.88
ORD131151,9/27/2021 21:08,Lazada,Lazada,Credit Card,CUST104568,13.57,0,0.95,14.52
ORD131155,9/27/2021 18:54,Shopee,Shopee,Credit Card,CUST102776,38.53,0,2.7,41.23
ORD131156,9/27/2021 10:34,Website,Website,PayNow,CUST104270,3,0,0.21,3.21
ORD131158,9/27/2021 20:53,Lazada,Lazada,GrabPay,CUST100934,2.14,0,0.15,2.29
ORD131162,9/27/2021 17:01,Lazada,Lazada,Atome,CUST103218,10.68,3,0.96,14.64
ORD131164,9/27/2021 13:54,Shopee,Shopee,GrabPay,CUST101614,3.08,2.5,0.39,5.97
ORD131170,9/27/2021 13:14,Website,Website,Credit Card,CUST103462,13.68,0,0.96,14.64
ORD131172,9/27/2021 15:22,Shopee,Shopee,PayNow,CUST102399,15.35,2.5,1.25,19.1
ORD131174,9/27/2021 14:38,Website,Website,PayNow,CUST101824,1.73,0,0.12,1.85
ORD131175,9/27/2021 21:10,Shopee,Shopee,GrabPay,CUST103001,28.52,3,2.21,33.73
ORD131177,9/27/2021 17:12,Website,Website,GrabPay,CUST101867,74.64,3.9,5.5,84.04
ORD131178,9/28/2021 16:48,Website,Website,GrabPay,CUST103520,10.61,2.5,0.92,14.03
ORD131179,9/28/2021 15:40,Website,Website,Credit Card,CUST103227,1.35,0,0.09,1.44
ORD131185,9/28/2021 21:15,Lazada,Lazada,Credit Card,CUST100537,10.76,0,0.75,11.51
ORD131188,9/28/2021 16:43,Website,Website,Credit Card,CUST103517,11.96,3.9,1.11,16.97
ORD131189,9/28/2021 14:24,Website,Website,Credit Card,CUST100996,3.08,0,0.22,3.3
ORD131190,9/28/2021 19:06,Website,Website,Atome,CUST103939,25.43,0,1.78,27.21
ORD131192,9/28/2021 19:22,RedMart,RedMart,GrabPay,CUST102253,7.49,3,0.73,11.22
ORD131195,9/28/2021 9:09,Shopee,Shopee,Atome,CUST104090,5.72,3.9,0.67,10.29
ORD131196,9/28/2021 11:45,Lazada,Lazada,PayNow,CUST100243,6.5,0,0.46,6.96
ORD131202,9/29/2021 13:35,Lazada,Lazada,GrabPay,CUST102651,18.66,3,1.52,23.18
ORD131204,9/29/2021 13:37,Lazada,Lazada,GrabPay,CUST100232,1.08,0,0.08,1.16
ORD131205,9/29/2021 20:20,Lazada,Lazada,GrabPay,CUST102848,11.76,0,0.82,12.58
ORD131206,9/29/2021 20:08,Shopee,Shopee,GrabPay,CUST103885,5.35,0,0.37,5.72
ORD131209,9/29/2021 12:51,Shopee,Shopee,GrabPay,CUST101668,25.52,3.9,2.06,31.48
ORD131211,9/29/2021 13:58,Shopee,Shopee,Credit Card,CUST101733,18.51,0,1.3,19.81
ORD131213,9/29/2021 17:11,Shopee,Shopee,PayNow,CUST102942,13,0,0.91,13.91
ORD131215,9/29/2021 18:41,FairPrice_Online,FairPrice_Online,GrabPay,CUST101397,38,2.5,2.84,43.34
ORD131218,9/29/2021 14:05,GrabMart,GrabMart,GrabPay,CUST101500,11.18,0,0.78,11.96
ORD131220,9/30/2021 15:32,Website,Website,GrabPay,CUST100233,8.85,0,0.62,9.47
ORD131224,9/30/2021 15:22,Shopee,Shopee,PayNow,CUST103010,4.31,2.5,0.48,7.29
ORD131226,9/30/2021 15:57,Lazada,Lazada,Credit Card,CUST102626,21,0,1.47,22.47
ORD131227,9/30/2021 19:38,Shopee,Shopee,Atome,CUST103007,9.27,3.9,0.92,14.09
ORD131229,9/30/2021 9:51,Shopee,Shopee,Credit Card,CUST101522,11.94,3.9,1.11,16.95
ORD131235,9/30/2021 10:51,Lazada,Lazada,Credit Card,CUST104092,0.64,2.5,0.22,3.36
ORD131237,9/30/2021 9:40,Shopee,Shopee,PayNow,CUST103138,2,0,0.14,2.14
ORD131238,9/30/2021 18:44,FairPrice_Online,FairPrice_Online,GrabPay,CUST101602,13.4,3,1.15,17.55
ORD131239,9/30/2021 9:28,FairPrice_Online,FairPrice_Online,Credit Card,CUST104243,10.62,0,0.74,11.36
ORD131248,10/1/2021 17:43,Shopee,Shopee,GrabPay,CUST104272,5.48,2.5,0.56,8.54
ORD131249,10/1/2021 19:35,Shopee,Shopee,GrabPay,CUST101554,32.2,0,2.25,34.45
ORD131250,10/1/2021 20:28,Shopee,Shopee,GrabPay,CUST102340,35.17,3.9,2.73,41.8
ORD131254,10/1/2021 10:24,Shopee,Shopee,ShopeePay,CUST101237,5.5,2.5,0.56,8.56
ORD131256,10/1/2021 14:16,GrabMart,GrabMart,GrabPay,CUST103294,6.26,2.5,0.61,9.37
ORD131257,10/1/2021 12:46,Lazada,Lazada,Credit Card,CUST102910,1.92,2.5,0.31,4.73
ORD131258,10/1/2021 11:07,Lazada,Lazada,GrabPay,CUST104892,15.75,3,1.31,20.06
ORD131260,10/1/2021 15:24,Website,Website,PayNow,CUST101531,18.26,0,1.28,19.54
ORD131261,10/1/2021 17:21,Lazada,Lazada,GrabPay,CUST101130,11.02,0,0.77,11.79
ORD131263,10/1/2021 11:17,GrabMart,GrabMart,Credit Card,CUST100609,5,3.9,0.62,9.52
ORD131264,10/1/2021 21:34,Lazada,Lazada,PayNow,CUST100003,6.04,0,0.42,6.46
